@relation 'multiresolution-weka.filters.unsupervised.attribute.Remove-R7,9-11'

@attribute rate numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute sigma4 numeric
@attribute sigma8 numeric
@attribute sigma16 numeric
@attribute class {1,2,3}

@data
25332,6.132086,4.27799,2.941184,1.955832,1.188579,1
25330,6.132582,4.278348,2.941447,1.956031,1.188742,1
25722,6.085641,4.276911,3.92827,2.757908,1.881748,1
9,3.986087,2.748737,1.795055,1.333333,0.745356,1
2156580,0.446572,0.382751,0.321294,0.194047,0,2
1287313,0.950634,0.856281,0.786759,0.716807,0.675257,2
905117,1.275039,1.169005,1.099891,1.026982,0.985652,2
720955,1.501233,1.368373,1.284375,1.203156,1.159385,2
212671,2.581898,1.758214,1.194019,0.78815,0.562632,2
183218,2.858039,1.916543,1.368906,0.661071,0.379003,2
181526,3.038839,2.082583,1.313283,0.725886,0.42236,2
204174,2.683475,1.709645,1.065524,0.607078,0.423176,2
2026383,0.34303,0.295953,0.151332,0.031385,0,3
1556706,0.661283,0.585432,0.428529,0.383001,0.301712,3
1219853,0.855991,0.790783,0.611687,0.565069,0.501338,3
1069176,0.950551,0.862534,0.659782,0.612018,0.552234,3
732624,1.210695,1.008186,0.565172,0.479054,0.286692,3
615617,1.329158,1.066717,0.415822,0.295912,0.077074,3
596086,1.413703,0.961135,0.461668,0.233529,0.107519,3
537055,1.56545,1.135531,0.611822,0.248952,0.103049,3
836691,0.65976,0.455593,0.342229,0.31132,0,3
658006,0.912284,0.786325,0.516113,0.402373,0.271556,3
516339,1.18598,1.075377,0.757125,0.627468,0.479993,3
453231,1.300151,1.199654,0.932974,0.725376,0.531439,3
312778,1.824498,1.768372,1.304324,0.792715,0.311307,3
252526,2.101891,2.046752,1.673689,1.004674,0.068935,3
255209,2.197504,1.692407,1.168431,0.988589,0.061873,3
263851,2.26766,1.828545,1.349466,0.995312,0.099649,3
1862382,0.468023,0.295037,0.137741,0.080767,0,3
1608736,0.702601,0.506528,0.435036,0.353742,0.157666,3
1325756,0.898411,0.64615,0.547815,0.470897,0.339886,3
1184378,1.06138,0.744006,0.603027,0.506116,0.388982,3
882852,1.38496,0.982275,0.734423,0.531769,0.312527,3
755507,1.665882,1.071489,0.592582,0.266893,0.088841,3
776129,1.698708,1.236493,0.544652,0.294957,0.07413,3
768227,1.75013,1.168491,0.534892,0.312523,0.13552,3
2783466,0.659214,0.517588,0.288494,0.173962,0,3
2306116,0.761677,0.502318,0.332541,0.260659,0.206992,3
2288395,0.767731,0.428033,0.286384,0.221911,0.170669,3
2236747,0.79244,0.467218,0.29118,0.203022,0.156416,3
2074513,0.811017,0.437628,0.212022,0.10941,0.074632,3
2165731,0.78353,0.428605,0.201594,0.070891,0.029565,3
2122842,0.794582,0.417236,0.276845,0.15586,0.041323,3
2165773,0.759013,0.422761,0.244997,0.145384,0.032623,3
4353931,0.493772,0.450269,0.245868,0.089927,0,3
3011691,0.805487,0.67961,0.526505,0.455087,0.445676,3
2610290,0.860321,0.687154,0.550673,0.482017,0.472831,3
2314834,0.928783,0.725664,0.583641,0.520191,0.511942,3
1622006,1.030827,0.495405,0.272271,0.100865,0.084793,3
1691400,0.964656,0.4466,0.268878,0.156558,0.118165,3
1634385,1.02314,0.400787,0.241333,0.040221,0.032936,3
1671696,0.999793,0.440674,0.267681,0.132465,0.036622,3
2257115,1.011091,0.932563,0.661579,0.279328,0,1
1203132,1.622389,1.525403,1.244314,0.951961,0.876032,1
802094,2.10906,1.99755,1.680005,1.363562,1.284955,1
632745,2.391934,2.2565,1.909335,1.570163,1.484854,1
68467,4.857717,3.361352,2.269229,1.440623,1.007776,1
31185,7.933765,5.565273,3.87119,2.644715,1.731255,1
31679,7.870798,5.563278,3.927365,2.757225,1.8815,1
14,3.380617,2.070197,1.336306,0.707107,0.46291,1
2646990,0.636559,0.610519,0.485657,0.026657,0,1
1323507,1.345498,1.321142,1.213129,1.000693,0.999982,1
916416,1.718284,1.685191,1.564632,1.337363,1.336087,1
692575,2.047903,2.011009,1.878496,1.631632,1.630188,1
56056,4.146438,2.845424,1.883767,1.345261,0.822823,1
61318,3.831014,2.615015,1.708636,1.186264,0.656567,1
36328,4.767069,3.319864,2.264454,1.882387,1.082304,1
57761,4.13007,2.85344,1.907905,1.572991,0.808599,1
2341062,0.92217,0.869998,0.784781,0.197794,0,1
1170547,1.64338,1.585464,1.493879,1.038359,0.999973,1
818039,2.02247,1.953381,1.851466,1.358338,1.317697,1
642579,2.306119,2.217859,2.101157,1.573073,1.527805,1
88340,3.332397,2.247787,1.70728,1.177611,0.578939,1
88333,3.332685,2.248002,1.707464,1.177773,0.579129,1
67412,4.039903,3.089202,2.415049,1.569651,0.862318,1
69161,2.960203,2.659895,1.85094,1.297026,0.823863,1
2032686,1.235941,0.957938,0.906102,0.110343,0,1
1079681,1.894591,1.56638,1.501594,0.898647,0.882672,1
719789,2.425733,2.044577,1.970318,1.308182,1.291764,1
539845,2.859859,2.430427,2.347223,1.617119,1.599426,1
56969,5.391727,3.897574,2.663746,1.74599,1.012265,1
25300,7.157723,5.565648,3.871452,2.644989,1.73156,1
25701,7.100651,5.009194,3.927601,2.757786,1.881866,1
37080,5.443638,3.812006,2.897615,1.959178,1.289343,1
2055671,1.499881,1.165917,0.87591,0.104429,0,2
1167924,2.05442,1.657745,1.335719,0.771456,0.760107,2
820877,2.473536,2.023531,1.665992,1.077875,1.066389,2
657821,2.737503,2.245049,1.858632,1.243911,1.229808,2
174812,2.989278,1.991972,1.218198,0.611108,0.362528,2
179849,2.852427,1.888978,1.232528,0.619982,0.399166,2
181645,2.968962,2.10473,1.312316,0.633812,0.421882,2
204244,2.613347,1.906629,1.131481,0.607123,0.422993,2
2472305,0.918185,0.727937,0.571143,0.437938,0,3
1498752,1.33794,1.115916,0.941411,0.830812,0.649575,3
1180965,1.541099,1.265071,1.058359,0.94548,0.773225,3
1026169,1.658998,1.335278,1.098154,0.981702,0.813733,3
592025,1.909739,1.209831,0.481501,0.300154,0.141836,3
615468,1.868464,1.226897,0.50263,0.325483,0.121221,3
610729,1.909983,1.152928,0.586278,0.334058,0.145453,3
537026,2.134147,1.337844,0.788321,0.361194,0.103069,3
923611,1.715702,1.502151,1.188305,0.535075,0,3
663846,1.973569,1.640386,1.307206,0.657331,0.391303,3
514842,2.317651,1.887832,1.496293,0.839975,0.580723,3
451916,2.480836,1.979595,1.546249,0.910878,0.621639,3
289673,2.861797,2.119659,1.421768,0.795908,0.239948,3
248193,3.107864,2.528942,1.642489,1.008016,0.090238,3
254912,2.923392,2.114793,1.748488,0.988497,0.061496,3
257127,2.810705,1.868033,1.749637,0.989589,0.087752,3
2307535,1.163529,1.090472,0.967489,0.543478,0,3
1667927,1.370246,1.203911,1.021642,0.65554,0.383474,3
1333284,1.53963,1.338264,1.118038,0.760148,0.528598,3
1178912,1.614773,1.395351,1.137207,0.779518,0.565223,3
808024,1.701875,1.148062,0.489528,0.222132,0.172856,3
762445,1.769723,1.228596,0.588444,0.263502,0.098663,3
750802,1.839886,1.220742,0.544652,0.278637,0.159969,3
829883,1.731456,1.165578,0.512345,0.246004,0.071982,3
2741152,0.638168,0.604859,0.491051,0.024445,0,3
2268036,0.771206,0.563948,0.475644,0.211987,0.208601,3
2230660,0.798832,0.473033,0.398029,0.179935,0.17479,3
2228728,0.802151,0.46497,0.347617,0.155971,0.15151,3
2029681,0.865011,0.303087,0.144105,0.113771,0.083743,3
2181646,0.843928,0.398367,0.176585,0.157303,0.075068,3
2197588,0.815299,0.4102,0.261303,0.144907,0.04425,3
2184100,0.797858,0.440789,0.253166,0.091725,0.048166,3
4241416,0.437974,0.321308,0.208558,0.074943,0.0625,3
3005741,0.684974,0.48323,0.41285,0.360975,0.355537,3
2551011,0.781343,0.524156,0.45877,0.41571,0.411319,3
2283330,0.861996,0.567268,0.487985,0.444621,0.440732,3
1725547,0.955315,0.339854,0.197183,0.138113,0.09001,3
1667492,0.971748,0.407277,0.235606,0.124183,0.085019,3
1694100,0.964728,0.361232,0.243785,0.066341,0.029145,3
1675104,0.968122,0.39906,0.263398,0.119115,0.095364,3
2339883,1.030494,0.937317,0.828133,0.422703,0,1
1241054,1.644253,1.539322,1.418309,1.050047,0.885399,1
827376,2.134306,2.013501,1.875455,1.467599,1.294549,1
626373,2.50501,2.369937,2.216458,1.768549,1.581747,1
41404,4.206558,3.659339,2.489224,1.611992,1.42461,1
5858,7.907098,5.546276,3.857504,2.636476,1.725385,1
30677,6.503847,4.578964,1.100294,0.946166,0.827396,1
24744,7.870019,5.562721,3.926952,2.756895,1.880911,1
2402184,0.860926,0.836001,0.818871,0.026657,0,1
1275668,1.467111,1.42996,1.406485,0.884543,0.883079,1
850451,1.930949,1.888682,1.862053,1.293673,1.292172,1
637843,2.303184,2.25597,2.22626,1.601478,1.599862,1
68493,4.857976,3.361697,2.269509,1.440613,1.007629,1
53267,6.025274,4.192115,2.865097,1.877832,1.088651,1
58340,5.542954,3.884036,2.688429,1.792033,0.988804,1
58336,5.543347,3.88432,2.688636,1.792156,0.988916,1
2580505,0.864471,0.775789,0.653343,0.591907,0,1
1290266,1.579413,1.484463,1.361489,1.30409,0.999979,1
894444,1.968924,1.862269,1.72356,1.659922,1.333748,1
676097,2.324917,2.206111,2.052575,1.982407,1.627253,1
56223,3.695715,2.846799,1.884708,1.53478,0.823265,1
61484,3.38999,2.616811,1.709922,1.365491,0.657489,1
36352,4.693166,3.265933,2.223558,1.443554,1.082824,1
57738,4.094932,2.827588,1.88791,1.13434,0.625818,1
2398736,0.816052,0.642954,0.55156,0.103537,0,1
1199390,1.527011,1.351546,1.268204,1.010626,0.999964,1
807997,1.974692,1.776195,1.683106,1.403551,1.39217,1
634580,2.255474,2.029023,1.921698,1.62095,1.606449,1
66288,4.474414,3.083858,2.388969,1.534143,0.822736,1
66279,4.475052,3.08432,2.389349,1.534434,0.823012,1
67308,4.439441,3.080428,2.082305,1.289232,0.863508,1
69075,3.864448,2.657672,1.441432,0.976221,0.831353,1
2031230,0.948525,0.910428,0.672705,0.508682,0,1
1078949,1.573742,1.515274,1.265535,1.115532,0.8826,1
719312,2.053,1.985927,1.703593,1.538343,1.291658,1
539484,2.439894,2.364715,2.050115,1.867797,1.599325,1
56993,5.60163,3.897319,2.663617,1.745683,1.012,1
25331,7.932294,5.564222,3.870429,2.643878,1.730706,1
32663,6.395261,4.386569,3.098076,2.172589,1.461735,1
32667,6.394458,4.500004,3.145759,2.154216,1.346008,1
2158754,0.957384,0.805955,0.784309,0.71106,0,2
1180940,1.518226,1.344422,1.31492,1.237246,0.827996,2
854853,1.833514,1.62798,1.584703,1.496483,1.078544,2
682681,2.066316,1.833818,1.780373,1.682214,1.248523,2
177376,2.708121,1.779594,1.248493,0.528616,0.15481,2
199487,2.705557,1.777659,1.17148,0.533042,0.290554,2
179266,2.88007,2.106526,1.408805,0.733199,0.388155,2
211730,2.720069,1.766914,1.262196,0.614764,0.405449,2
1561065,0.641764,0.555071,0.385759,0.238546,0,3
1432359,0.665444,0.590203,0.355217,0.239795,0.089852,3
1177695,0.815502,0.712487,0.468266,0.38869,0.31856,3
1041348,0.904511,0.806309,0.522516,0.447771,0.385717,3
787807,1.095905,0.922195,0.49579,0.439737,0.382166,3
616612,1.354881,1.052962,0.39153,0.20844,0.071565,3
564828,1.467601,1.013872,0.394827,0.154216,0.058425,3
537026,1.525129,1.132175,0.516344,0.188945,0.102852,3
747237,1.399152,1.184319,0.637446,0.358465,0,3
563690,1.553951,1.259994,0.768722,0.46837,0.325617,3
448354,1.716058,1.439091,0.995379,0.664897,0.494039,3
396179,1.867184,1.566217,1.078817,0.753755,0.535235,3
283952,2.089872,1.692025,1.194923,0.806733,0.221426,3
242286,2.270803,1.951137,1.329887,1.019281,0.139708,3
255212,2.339334,2.133259,1.716083,0.998967,0.140236,3
269817,2.243821,2.104792,1.723702,1.001724,0.139584,3
2048138,0.302933,0.221804,0.194544,0.088887,0,3
1540995,0.62755,0.574596,0.476311,0.40558,0.329101,3
1280541,0.783583,0.738731,0.567279,0.49968,0.432784,3
1174390,0.847045,0.793326,0.578674,0.501834,0.43764,3
868329,1.105157,0.994082,0.500015,0.371536,0.117076,3
702015,1.291224,1.162059,0.579703,0.40725,0.278623,3
708262,1.135644,0.828387,0.417017,0.283807,0.254144,3
746019,0.913872,0.677903,0.376988,0.298242,0.269409,3
1606788,0.409727,0.315128,0.198155,0.011157,0,3
1831794,0.569814,0.45145,0.24541,0.172617,0.122833,3
1898945,0.4738,0.376547,0.213852,0.145592,0.108907,3
1677111,0.540464,0.439391,0.311185,0.269952,0.252768,3
1724325,0.581248,0.477436,0.358749,0.29175,0.245879,3
2151300,0.720775,0.605383,0.574623,0.545785,0.467291,3
2187448,0.824221,0.613496,0.542971,0.514345,0.494723,3
2473383,0.757611,0.477396,0.393855,0.360892,0.306054,3
4361014,0.720253,0.389145,0.201871,0.01169,0,3
3098290,0.898205,0.641968,0.479149,0.417601,0.407555,3
2621997,0.981665,0.692975,0.543649,0.477863,0.469696,3
2336495,1.044642,0.73702,0.577218,0.511626,0.50315,3
1676289,1.007994,0.574731,0.326447,0.162137,0.076554,3
1651567,1.034874,0.467193,0.294916,0.10606,0.061826,3
1725630,0.977417,0.381076,0.219348,0.090175,0.056348,3
1730234,0.962363,0.409894,0.268744,0.112758,0.054345,3
2340355,1.189836,0.976352,0.729596,0.247977,0,1
1241137,1.831848,1.582104,1.318879,0.945931,0.885654,1
827430,2.352322,2.062647,1.763267,1.357256,1.294813,1
630804,2.729056,2.406034,2.075266,1.63392,1.566826,1
45716,4.964801,3.43869,2.326737,1.485677,1.268705,1
10241,7.926143,5.55984,3.867269,2.642705,1.729935,1
35135,5.976935,4.198304,1.350606,1.053176,0.821755,1
24741,7.870989,5.563418,3.927463,2.757678,1.881584,1
1159942,0.751456,0.510401,0.466306,0.446029,0,1
1279508,0.663278,0.538068,0.439824,0.328391,0.093447,1
853008,1.076983,0.966574,0.888908,0.81348,0.716302,1
640051,1.370115,1.255646,1.176724,1.101647,1.007766,1
381239,1.924629,1.886613,1.735203,1.586861,1.547133,1
31477,5.534588,5.512211,3.833047,2.616519,1.709852,1
54744,4.402499,3.146831,2.70089,1.802016,1.093811,1
54448,4.427461,3.165572,2.717686,1.815491,1.013554,1
1924439,0.379666,0.204496,0.168655,0.050041,0,1
1320920,0.873968,0.711045,0.650462,0.599057,0.456892,1
914595,1.215109,1.056383,0.995042,0.947594,0.827671,1
691237,1.501789,1.334206,1.270412,1.221661,1.101222,1
235356,2.875569,2.411102,2.116742,1.958325,1.190674,1
61273,2.919077,2.61301,1.707013,1.363401,0.655353,1
36355,3.878462,2.66802,1.958179,1.180551,1.080834,1
57713,3.295448,2.234657,1.778808,1.017043,0.679892,1
261522,1.870579,1.736013,1.00343,0.059183,0,1
190330,2.081957,1.925454,1.295383,0.582296,0.374045,1
164200,2.277676,1.980222,1.323315,0.71364,0.419486,1
153452,2.404773,2.115143,1.409397,0.779753,0.407215,1
116745,2.988894,2.313265,1.614506,1.000848,0.031111,1
113428,3.200375,2.358033,1.608946,1.00225,0.048517,1
123905,2.991109,2.005386,1.408744,0.799858,0.095202,1
117528,2.993093,1.935989,1.227517,0.836448,0.152241,1
2055783,0.833606,0.769553,0.49815,0.258826,0,1
1027915,1.545847,1.477931,1.22319,1.06484,0.999954,1
685290,2.020957,1.943253,1.656546,1.483477,1.414124,1
539259,2.30192,2.203487,1.88947,1.701259,1.625449,1
25314,7.930168,5.562707,3.869345,2.643085,1.730008,1
25306,7.932715,5.564523,3.870651,2.644041,1.730738,1
25698,7.872518,5.564513,3.928272,2.757905,1.881758,1
7,4.309458,2.976095,1.963961,1.133893,0.845154,1
2313982,0.919466,0.835523,0.596651,0.312299,0,2
1216531,1.554041,1.452658,1.213334,0.997515,0.902115,2
906629,1.819271,1.685876,1.426686,1.195282,1.100232,2
721536,2.045021,1.894484,1.621904,1.376234,1.277041,2
177377,2.791533,1.862093,1.407829,0.70079,0.36865,2
187740,2.590083,1.708126,1.29093,0.577355,0.310122,2
179199,2.683727,2.105835,1.380702,0.732712,0.153421,2
176882,2.872862,2.10619,1.41105,0.724042,0.252843,2
1551861,0.643328,0.5562,0.493541,0.115167,0,3
1087648,0.849425,0.746984,0.68499,0.471752,0.426804,3
1033496,0.765228,0.662023,0.603053,0.412154,0.374155,3
999601,0.706915,0.599106,0.546846,0.37528,0.340124,3
790254,0.536886,0.398193,0.325588,0.261997,0.159273,3
871882,0.489054,0.368131,0.246552,0.166533,0.106349,3
761062,0.69358,0.58603,0.428978,0.272785,0.131258,3
654903,0.91323,0.820858,0.545019,0.346896,0.263241,3
842124,1.133994,1.064169,0.853913,0.471133,0,3
563857,1.524523,1.392919,1.200629,0.786991,0.493505,3
456083,1.75015,1.600357,1.363316,0.914047,0.59987,3
402025,1.921416,1.713405,1.417209,0.974504,0.633707,3
266032,2.459729,1.984772,1.478295,1.009575,0.098555,3
248002,2.43948,1.998225,1.31159,1.015354,0.124757,3
255281,2.266611,2.103348,1.587321,0.998848,0.139853,3
269837,2.125634,2.037442,1.609479,1.001603,0.139299,3
1285955,1.228721,0.628441,0.602235,0.192027,0.062498,3
1500519,0.887839,0.523903,0.434713,0.258309,0.089427,3
1750306,0.800018,0.543163,0.397081,0.272926,0.211308,3
1826604,0.709834,0.492332,0.370092,0.281545,0.189692,3
1989692,0.529095,0.404267,0.271973,0.23253,0.114367,3
2050264,0.462807,0.351225,0.232938,0.174167,0.062924,3
2014271,0.411429,0.280571,0.235276,0.214765,0.098306,3
2061286,0.450937,0.222999,0.188578,0.150272,0.107854,3
1583231,0.61507,0.585827,0.489153,0.321437,0,3
1816871,0.432723,0.406168,0.337069,0.237702,0.128593,3
1885471,0.419579,0.334384,0.277918,0.201421,0.113507,3
1930074,0.366569,0.290166,0.241982,0.175141,0.104036,3
2075104,0.250268,0.147264,0.108887,0.066487,0.025572,3
2119110,0.238468,0.131484,0.10757,0.072391,0.037932,3
1988785,0.342351,0.301359,0.171921,0.159752,0.08578,3
1948967,0.413614,0.347118,0.178911,0.165412,0.150884,3
2276958,1.011575,0.819346,0.7676,0.734119,0,1
1209486,1.627765,1.412024,1.353602,1.317236,0.882583,1
806330,2.115265,1.868328,1.802302,1.761421,1.291661,1
604752,2.509785,2.233259,2.159701,2.114251,1.599313,1
35513,6.021257,4.198537,2.883693,1.912704,1.731417,1
13,3.562627,2.401922,1.687055,0.919866,0.392232,1
28451,4.90368,3.419464,3.423291,0.925449,0.999596,1
28450,4.90386,3.419606,3.423418,2.370291,1.881629,1
2378305,0.846579,0.805699,0.672826,0.342108,0,1
1263725,1.451434,1.397777,1.260652,0.993231,0.88198,1
842490,1.913092,1.852188,1.698177,1.407023,1.291043,1
631871,2.283234,2.215266,2.044101,1.724213,1.598649,1
68467,4.857687,3.36133,2.269229,1.440501,1.007697,1
31186,7.933506,5.565089,3.871058,2.644339,1.731051,1
31677,7.871303,5.563644,3.927629,2.757433,1.881702,1
12,3.851407,2.020726,1.354006,0.816497,0.57735,1
2624469,0.786068,0.770935,0.662572,0.607763,0,1
1312252,1.495233,1.47939,1.370374,1.31859,0.999973,1
908879,1.88204,1.858478,1.735185,1.677632,1.335515,1
686923,2.228765,2.202226,2.065701,2.002188,1.629429,1
56034,4.145703,2.844948,1.883312,1.534048,0.822594,1
61293,3.83046,2.614662,1.708282,1.36441,0.656378,1
36327,4.767207,3.319968,2.264534,1.44445,1.082281,1
57713,4.128995,3.214845,2.184763,1.377093,0.808914,1
2341226,1.046099,0.85096,0.736543,0.262602,0,1
1170637,1.78563,1.564648,1.443906,1.066692,0.999959,1
818067,2.182201,1.931124,1.796628,1.38807,1.317766,1
642624,2.476739,2.193968,2.042395,1.604238,1.527803,1
88369,3.422277,2.314298,1.756896,1.1781,0.578893,1
88358,3.42274,2.31464,1.757185,1.178351,0.579174,1
67486,4.063092,3.088738,2.414437,1.569144,0.862017,1
69211,3.437247,2.659488,1.851083,1.297037,0.823626,1
2031380,1.215026,1.049137,0.943809,0.211734,0,1
1079036,1.859412,1.660482,1.542121,0.93021,0.882588,1
719365,2.384529,2.153063,2.016705,1.340848,1.291659,1
539527,2.813278,2.552283,2.399177,1.652409,1.599314,1
56974,4.902402,3.393775,2.663642,1.745748,1.012168,1
25302,7.933989,5.565428,3.871304,2.644519,1.731195,1
25698,7.872518,5.564513,3.928272,2.757905,1.881945,1
25700,7.871895,5.564066,3.92794,2.757685,1.881706,1
2056752,1.017439,0.943365,0.88781,0.756433,0,2
1168465,1.528779,1.423817,1.349058,1.210115,0.760217,2
866443,1.799196,1.671163,1.574878,1.420745,0.971451,2
658046,2.125863,1.98408,1.878216,1.710581,1.236103,2
198970,2.737442,1.93772,1.173628,0.506241,0.494174,2
179782,2.787805,1.96342,1.224597,0.534308,0.486693,2
172358,2.902324,2.01251,1.296022,0.635411,0.550789,2
204248,2.586173,1.906861,1.145457,0.42832,0.210764,2
2624664,0.882875,0.786966,0.750384,0.687313,0,3
1574977,1.293324,1.171953,1.110367,1.04898,0.666477,3
1231813,1.486193,1.317082,1.233171,1.166955,0.799577,3
1111514,1.519928,1.321785,1.198311,1.135582,0.789962,3
592116,1.6409,1.094945,0.436384,0.267119,0.155225,3
615537,1.737484,1.121155,0.461173,0.331282,0.135563,3
579953,1.850654,1.188549,0.530205,0.245486,0.070762,3
537001,1.961686,1.388331,0.655138,0.250311,0.103198,3
923816,1.762486,1.246604,1.147524,0.535196,0,3
552761,2.308358,1.731764,1.565781,0.951131,0.671275,3
514942,2.40884,1.744275,1.461774,0.840099,0.597446,3
446119,2.529815,1.901733,1.556598,0.921289,0.654274,3
283823,2.884308,2.144217,1.502295,0.792776,0.337201,3
297917,2.836771,2.035235,1.490845,0.781913,0.278355,3
248877,2.810023,2.469011,1.607152,0.98808,0.068212,3
263743,2.858751,2.657813,1.755861,0.995491,0.099935,3
2305158,0.950387,0.819118,0.694002,0.230234,0,3
1583811,1.296212,1.049754,0.85755,0.516658,0.45545,3
1324703,1.419937,1.110935,0.886203,0.575689,0.523636,3
1170317,1.517102,1.161248,0.903552,0.610985,0.561862,3
805308,1.802906,1.113607,0.410745,0.208495,0.074727,3
801095,1.739627,1.114753,0.424996,0.266295,0.070539,3
761341,1.85086,1.244118,0.672481,0.339907,0.18435,3
773061,1.805855,1.21623,0.620268,0.365021,0.08287,3
2387764,0.654375,0.576433,0.483264,0.192331,0,1
1264842,1.257397,1.184605,1.101227,0.927572,0.887796,1
843232,1.69456,1.61397,1.522833,1.338118,1.297015,1
632433,2.040074,1.950999,1.850739,1.649436,1.605063,1
51882,4.015647,3.302458,2.225748,1.881267,1.126873,1
16407,7.927311,5.560672,3.867873,2.642582,1.729744,1
41396,5.62805,2.314737,1.68194,1.235897,0.882836,1
41390,5.628891,3.946327,2.734887,1.829439,1.027961,1
2186618,0.829274,0.745799,0.586003,0.292479,0,1
1155770,1.436043,1.349293,1.19247,0.97552,0.891915,1
770520,1.895587,1.797447,1.622626,1.388311,1.301238,1
609065,2.163577,2.040148,1.844618,1.592111,1.497746,1
62414,4.704327,3.614472,2.456182,1.586359,0.99972,1
31189,7.93273,5.564536,3.870661,2.644048,1.731032,1
42267,6.18976,4.352163,3.036692,2.068686,1.390901,1
10602,7.861564,5.556708,3.922675,2.75376,1.879054,1
2115111,1.068463,1.00746,0.972268,0.915426,0.062499,1
1036418,1.807375,1.732209,1.689466,1.621809,0.945006,1
713525,2.244097,2.149713,2.096501,2.017445,1.273381,1
