rate,sigma1,sigma2,sigma4,sigma8,sigma16,duration,output,outputdesc,time,flow_count
619532,1054.45388709,1017.74063494,991.039857927,936.09881957,899.789975494,64,1,YT1,2016-10-26 15:28:39.729400,6.12307692308
178552,1116.39419561,1033.66774159,948.691203712,731.628320939,568.710822827,80,1,YT1,2016-10-26 15:28:39.730306,6.61538461538
31263,954.435959088,834.157658959,576.435599178,387.954894285,244.260107263,96,1,YT1,2016-10-26 15:28:39.731185,7.10769230769
65858,915.071581899,753.522395155,687.37689807,457.829662648,248.139073908,112,1,YT1,2016-10-26 15:28:39.732980,8.046875
34115,912.338752876,742.3307888,725.350949541,509.23079247,347.463667165,128,1,YT1,2016-10-26 15:28:39.734833,8.921875
1742753,287.859340651,180.731845561,68.6731388536,66.3927706908,0.0,16,1,YT2,2016-10-26 15:31:43.435729,4.88235294118
1259473,849.120132843,789.319960472,734.882303502,653.946480991,430.629771381,32,1,YT2,2016-10-26 15:31:43.438020,4.93939393939
873629,1035.5930668,978.24690135,930.893119536,869.366435975,720.451941492,48,1,YT2,2016-10-26 15:31:43.439498,4.95918367347
660488,1128.16798395,1075.57147601,1032.71438452,977.896722563,849.267331292,64,1,YT2,2016-10-26 15:31:43.441072,4.96923076923
250029,1317.5906041,1219.4921074,1133.92415972,993.266832226,611.059735214,80,1,YT2,2016-10-26 15:31:43.442676,5.0
61248,836.136352517,564.744189877,379.374485173,269.109643083,162.35455029,96,1,YT2,2016-10-26 15:31:43.444243,5.0
56062,847.991155614,515.77611422,355.517932037,229.923900454,162.858834578,112,1,YT2,2016-10-26 15:31:43.445685,5.0
57713,835.597989466,685.323281379,458.210650247,272.666462918,150.283066245,128,1,YT2,2016-10-26 15:31:43.447249,5.0
1657192,546.055857949,287.478694863,171.143214882,115.775645107,0.0,16,1,YT3,2016-10-26 15:39:05.213321,5.88235294118
1196198,870.150561685,757.86740265,669.130032206,618.914372107,421.496144704,32,1,YT3,2016-10-26 15:39:05.214225,5.93939393939
797469,1075.11952824,986.449694612,920.029890819,884.18097695,759.197602736,48,1,YT3,2016-10-26 15:39:05.238979,5.95918367347
626686,1137.19435454,1051.1056084,981.383717004,943.904656202,830.491420787,64,1,YT3,2016-10-26 15:39:05.240559,5.96923076923
243732,1234.01134517,1152.32894609,1007.83629623,915.410836729,583.288950693,80,1,YT3,2016-10-26 15:39:05.242396,6.0
59937,1071.12884379,830.047588997,560.821718552,356.780044285,245.263124012,96,1,YT3,2016-10-26 15:39:05.243907,6.0
67266,1027.46192144,707.885583975,538.348400202,334.571367573,223.87049828,112,1,YT3,2016-10-26 15:39:05.244834,6.0
68982,1011.2526885,695.277642385,550.914693941,256.585268478,218.263602096,128,1,YT3,2016-10-26 15:39:05.245661,6.0
2014104,908.618181636,618.667115661,342.766684495,140.556038647,0.0,16,1,YT4,2016-10-26 15:42:08.724952,5.0
1007064,1353.73335632,1178.88124932,1060.42632936,1013.29758709,1003.50186846,32,1,YT4,2016-10-26 15:42:08.725575,5.0
671389,1472.48565358,1313.54063508,1208.36128703,1167.22191549,1158.72861361,48,1,YT4,2016-10-26 15:42:08.726300,5.0
532146,1494.42865337,1332.30889812,1228.57844682,1185.17003,1174.64207314,64,1,YT4,2016-10-26 15:42:08.727076,5.12307692308
28623,1196.14464008,837.29743819,654.796151485,447.287379657,292.779780723,80,1,YT4,2016-10-26 15:42:08.737465,5.61538461538
28626,1196.0794288,837.250261272,654.75720691,447.2571967,292.755870992,96,1,YT4,2016-10-26 15:42:08.739078,6.10769230769
51213,1094.10237181,821.311755669,455.708239996,363.150106705,245.177486732,112,1,YT4,2016-10-26 15:42:08.740583,6.71875
22157,973.585127249,827.901564197,584.446746933,410.302327559,279.928562315,128,1,YT4,2016-10-26 15:42:08.741662,7.59375
1487025,404.864174755,273.742579808,259.38388539,16.6433169771,0.0,16,2,YT5,2016-10-26 15:45:12.095889,5.0
1316584,625.073595667,510.954988233,462.984880963,418.80186246,148.539557021,32,2,YT5,2016-10-26 15:45:12.097020,5.0
923505,871.588779184,778.585897638,747.510535043,712.830274329,596.31283736,48,2,YT5,2016-10-26 15:45:12.098335,5.0
767422,954.895282217,844.436498501,787.610944566,744.335273919,645.111618249,64,2,YT5,2016-10-26 15:45:12.099742,5.0
430026,1101.86932075,962.796447854,857.59897388,815.128824174,638.481009898,80,2,YT5,2016-10-26 15:45:12.100951,5.0
211270,1078.13403619,823.781524435,522.851795445,267.72934094,162.166581021,96,2,YT5,2016-10-26 15:45:12.101830,5.0
219515,1051.69006841,770.289555946,513.95525097,286.787377686,169.516960803,112,2,YT5,2016-10-26 15:45:12.102631,5.0
216962,1024.84486631,685.895035702,448.186345174,276.04528614,174.502148984,128,2,YT5,2016-10-26 15:45:12.103433,5.0
1743422,571.851379294,557.506950629,292.429478678,132.106018031,0.0,16,2,YT6,2016-10-26 15:48:15.102908,6.0
978039,1007.82637394,972.346646006,835.678167718,783.931119423,773.927645197,32,2,YT6,2016-10-26 15:48:15.103591,6.0
695784,1126.65700193,1074.770208,948.355418606,901.749965345,888.985939146,48,2,YT6,2016-10-26 15:48:15.106409,6.0
586362,1134.33108042,1076.53564734,944.125521316,886.331202204,874.408371415,64,2,YT6,2016-10-26 15:48:15.107650,6.0
185195,1023.41780325,770.399896158,516.363244238,230.547175216,122.588743366,80,2,YT6,2016-10-26 15:48:15.108493,6.0
163398,1083.89021584,796.725172189,553.614486805,292.634584422,135.753452995,96,2,YT6,2016-10-26 15:48:15.109299,6.0
152693,1101.82303479,788.156710306,544.810976395,293.175715229,27.4226184016,112,2,YT6,2016-10-26 15:48:15.110121,6.0
144268,1144.08172785,823.867707827,569.367192592,314.791994816,15.9373774505,128,2,YT6,2016-10-26 15:48:15.110966,6.0
1709903,591.313791485,519.620053501,470.484856292,325.593304599,0.0,16,2,YT7,2016-10-26 15:52:44.959431,6.0
1222919,864.397478016,779.429278383,750.986684303,657.092839711,440.366892489,32,2,YT7,2016-10-26 15:52:44.960107,6.0
900279,990.705304316,923.978895863,875.279955214,788.851697089,637.862837921,48,2,YT7,2016-10-26 15:52:44.961060,6.0
716730,1055.14596147,994.0855094,937.759564067,854.847939695,724.095297596,64,2,YT7,2016-10-26 15:52:44.962872,6.0
323614,1046.11471646,946.331865679,847.7694262,716.04329478,425.348092743,80,2,YT7,2016-10-26 15:52:44.964621,6.0
179758,890.073592463,780.09102033,542.413126685,239.232104869,105.536723466,96,2,YT7,2016-10-26 15:52:44.966436,6.0
179172,928.820219418,698.592871421,447.914054256,310.320801752,64.8536814684,112,2,YT7,2016-10-26 15:52:44.968091,6.0
176841,935.423433532,705.267325204,488.544777886,312.481999482,106.296754419,128,2,YT7,2016-10-26 15:52:44.969676,6.0
1194872,788.608901801,715.882671951,694.091492528,531.686937963,0.0,16,2,YT8,2016-10-26 15:55:48.884589,5.94117647059
654485,1078.43126809,991.76206824,956.962381706,845.085794461,667.966316516,32,2,YT8,2016-10-26 15:55:48.885223,5.9696969697
491664,1123.34500488,1030.32907365,975.512173169,864.770489783,709.787996517,48,2,YT8,2016-10-26 15:55:48.885990,5.97959183673
368749,1176.78120311,1088.34231747,1036.5978005,933.134502631,791.650806859,64,2,YT8,2016-10-26 15:55:48.886773,5.98461538462
109359,1044.06273758,805.068941147,569.709575135,328.05334932,199.962496484,80,2,YT8,2016-10-26 15:55:48.887548,6.0
134421,1027.60936158,767.557163995,546.909498912,286.97560872,219.806733291,96,2,YT8,2016-10-26 15:55:48.888321,6.0
134448,1079.43966946,804.131208199,546.259096034,277.526575304,248.869443685,112,2,YT8,2016-10-26 15:55:48.889129,6.0
140780,1057.51879416,783.505583898,525.425541823,234.266941757,118.915936695,128,2,YT8,2016-10-26 15:55:48.890027,6.0
2284412,851.156859809,366.230801545,306.34294508,135.889661123,0.0,16,3,YT9,2016-10-26 15:58:59.233536,5.94117647059
1643130,1041.9241815,772.705636061,632.573315909,548.023722114,500.278922202,32,3,YT9,2016-10-26 15:58:59.234789,5.9696969697
1277218,1127.67504184,901.835350826,749.494496311,689.88984628,651.395425222,48,3,YT9,2016-10-26 15:58:59.236149,5.97959183673
1112916,1115.06726255,911.159700601,752.718406843,696.883777972,661.806618281,64,3,YT9,2016-10-26 15:58:59.237725,5.98461538462
711218,988.040991052,846.078010588,414.012077119,321.281807764,206.584123301,80,3,YT9,2016-10-26 15:58:59.238828,6.0
541894,897.992761663,746.700073657,306.612132832,238.031510519,181.964282209,96,3,YT9,2016-10-26 15:58:59.239788,6.06153846154
567538,792.5540991,524.138340517,292.892471737,227.136522823,196.328805833,112,3,YT9,2016-10-26 15:58:59.241233,6.734375
539005,785.582586365,537.561159311,333.514617371,241.149331328,190.517715712,128,3,YT9,2016-10-26 15:58:59.242806,7.734375
2054380,819.651755321,540.753178447,393.198423191,177.558441083,89.5767827062,16,3,YT10,2016-10-26 16:07:00.032100,6.0
1505918,879.150157823,606.420646087,501.763888697,405.256708766,382.580710439,32,3,YT10,2016-10-26 16:07:00.033159,6.0
1265128,948.464548626,662.302045897,544.272909486,459.396343042,438.300125485,48,3,YT10,2016-10-26 16:07:00.034644,6.0
1083367,992.795044307,732.155038226,626.703279072,516.586875559,500.274924417,64,3,YT10,2016-10-26 16:07:00.036211,6.0
797265,895.5071189,650.959292122,407.336470255,229.845600349,178.787583461,80,3,YT10,2016-10-26 16:07:00.037064,6.0
762403,878.619940589,690.050722773,404.059401574,204.765719787,142.91605928,96,3,YT10,2016-10-26 16:07:00.037920,6.0
778244,798.132194564,587.9268662,373.800749063,183.730781308,97.4782026917,112,3,YT10,2016-10-26 16:07:00.038694,6.0
817269,826.892979774,645.056586665,357.064419958,174.659669071,21.0237960416,128,3,YT10,2016-10-26 16:07:00.039459,6.0
